# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 12:49:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06054500 Missouri River at Toston MT
# -----------------------------------------------------------------------------------
#
# Data provided for site 06054500
#            TS   parameter     statistic     Description
#         80893       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         80894       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         80895       00010     00003     Temperature, water, degrees Celsius (Mean)
#         80896       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	80893_00010_00001	80893_00010_00001_cd	80894_00010_00002	80894_00010_00002_cd	80895_00010_00003	80895_00010_00003_cd	80896_00060_00003	80896_00060_00003_cd
USGS	06054500	1996-12-11	0.5	A	0.0	A	0.5	A	4730	A
USGS	06054500	1996-12-12	1.0	A	0.5	A	0.5	A	4450	A
USGS	06054500	1996-12-13	0.5	A	0.0	A	0.5	A	4290	A
USGS	06054500	1996-12-14	0.5	A	0.0	A	0.0	A	4120	A
USGS	06054500	1996-12-15	0.5	A	0.0	A	0.0	A	3950	A
USGS	06054500	1996-12-16	0.0	A	0.0	A	0.0	A	3720	A
USGS	06054500	1996-12-17	0.0	A	0.0	A	0.0	A	3000	A
USGS	06054500	1996-12-18	0.0	A	0.0	A	0.0	A	2530	A
USGS	06054500	1996-12-19	0.0	A	0.0	A	0.0	A	2840	A
USGS	06054500	1996-12-20	0.5	A	0.0	A	0.0	A	3310	A
USGS	06054500	1996-12-21	0.0	A	0.0	A	0.0	A	3610	A
USGS	06054500	1996-12-22	0.0	A	0.0	A	0.0	A	2980	A
USGS	06054500	1996-12-23	0.0	A	0.0	A	0.0	A	2520	A
USGS	06054500	1996-12-24	0.0	A	0.0	A	0.0	A	2350	A
USGS	06054500	1996-12-25	0.0	A	0.0	A	0.0	A	2840	A
USGS	06054500	1996-12-26	0.0	A	0.0	A	0.0	A	2560	A
USGS	06054500	1996-12-27	0.0	A	0.0	A	0.0	A	2760	A
USGS	06054500	1996-12-28	0.0	A	0.0	A	0.0	A	3390	A
USGS	06054500	1996-12-29	0.0	A	0.0	A	0.0	A	3600	A
USGS	06054500	1996-12-30	0.0	A	0.0	A	0.0	A	4740	A
USGS	06054500	1996-12-31	0.5	A	0.0	A	0.0	A	6130	A
USGS	06054500	1997-01-01	0.5	A	0.0	A	0.0	A	6860	A
USGS	06054500	1997-01-02	0.5	A	0.0	A	0.0	A	7570	A
USGS	06054500	1997-01-03	0.5	A	0.0	A	0.0	A	6600	A
USGS	06054500	1997-01-04	0.5	A	0.0	A	0.0	A	6110	A
USGS	06054500	1997-01-05	0.5	A	0.0	A	0.0	A	5620	A
USGS	06054500	1997-01-06	0.0	A	0.0	A	0.0	A	4970	A
USGS	06054500	1997-01-07	0.0	A	0.0	A	0.0	A	4570	A
USGS	06054500	1997-01-08	0.5	A	0.0	A	0.0	A	4710	A
USGS	06054500	1997-01-09	0.5	A	0.0	A	0.0	A	5070	A
USGS	06054500	1997-01-10	0.0	A	0.0	A	0.0	A	4790	A
USGS	06054500	1997-01-11	0.0	A	0.0	A	0.0	A	3810	A
USGS	06054500	1997-01-12	0.0	A	0.0	A	0.0	A	3070	A
USGS	06054500	1997-01-13	0.0	A	0.0	A	0.0	A	2420	A
USGS	06054500	1997-01-14	0.0	A	0.0	A	0.0	A	2090	A
USGS	06054500	1997-01-15	0.0	A	0.0	A	0.0	A	2550	A
USGS	06054500	1997-01-16	0.0	A	0.0	A	0.0	A	2930	A
USGS	06054500	1997-01-17	0.0	A	0.0	A	0.0	A	3180	A
USGS	06054500	1997-01-18	0.0	A	0.0	A	0.0	A	3390	A
USGS	06054500	1997-01-19	0.0	A	0.0	A	0.0	A	4540	A
USGS	06054500	1997-01-20	0.0	A	0.0	A	0.0	A	4440	A
USGS	06054500	1997-01-21	0.0	A	0.0	A	0.0	A	4650	A
USGS	06054500	1997-01-22	0.5	A	0.0	A	0.0	A	4530	A
USGS	06054500	1997-01-23	0.5	A	0.0	A	0.0	A	4500	A
USGS	06054500	1997-01-24	0.0	A	0.0	A	0.0	A	4620	A
USGS	06054500	1997-01-25	0.0	A	0.0	A	0.0	A	4170	A
USGS	06054500	1997-01-26	0.0	A	0.0	A	0.0	A	3370	A
USGS	06054500	1997-01-27	0.0	A	0.0	A	0.0	A	3830	A
USGS	06054500	1997-01-28	0.0	A	0.0	A	0.0	A	3590	A
USGS	06054500	1997-01-29	0.5	A	0.0	A	0.0	A	4140	A
USGS	06054500	1997-01-30	0.5	A	0.0	A	0.0	A	4380	A
USGS	06054500	1997-01-31	0.5	A	0.0	A	0.0	A	4800	A
USGS	06054500	1997-02-01	0.5	A	0.0	A	0.0	A	5600	A
USGS	06054500	1997-02-02	0.5	A	0.0	A	0.0	A	5870	A
USGS	06054500	1997-02-03	0.5	A	0.0	A	0.0	A	5250	A
USGS	06054500	1997-02-04	0.5	A	0.0	A	0.0	A	4830	A
USGS	06054500	1997-02-05	0.5	A	0.0	A	0.0	A	4580	A
USGS	06054500	1997-02-06	0.5	A	0.0	A	0.0	A	4230	A
USGS	06054500	1997-02-07	0.5	A	0.0	A	0.0	A	3910	A
USGS	06054500	1997-02-08	0.5	A	0.0	A	0.0	A	3710	A
USGS	06054500	1997-02-09	0.5	A	0.0	A	0.0	A	3690	A
USGS	06054500	1997-02-10	0.5	A	0.0	A	0.0	A	3670	A
USGS	06054500	1997-02-11	0.5	A	0.0	A	0.0	A	3900	A
USGS	06054500	1997-02-12	0.5	A	0.0	A	0.0	A	4000	A
USGS	06054500	1997-02-13	0.5	A	0.0	A	0.0	A	4230	A
USGS	06054500	1997-02-14	0.5	A	0.0	A	0.0	A	4460	A
USGS	06054500	1997-02-15	0.5	A	0.0	A	0.0	A	4520	A
USGS	06054500	1997-02-16	0.5	A	0.0	A	0.0	A	4850	A
USGS	06054500	1997-02-17	0.5	A	0.0	A	0.0	A	4860	A
USGS	06054500	1997-02-18	0.5	A	0.0	A	0.0	A	5090	A
USGS	06054500	1997-02-19	1.0	A	0.0	A	0.0	A	4970	A
USGS	06054500	1997-02-20	0.5	A	0.0	A	0.0	A	4790	A
USGS	06054500	1997-02-21	0.5	A	0.0	A	0.0	A	4650	A
USGS	06054500	1997-02-22	1.0	A	0.0	A	0.0	A	4710	A
USGS	06054500	1997-02-23	0.5	A	0.0	A	0.0	A	4590	A
USGS	06054500	1997-02-24	1.0	A	0.0	A	0.0	A	4540	A
USGS	06054500	1997-02-25	0.5	A	0.0	A	0.0	A	4550	A
USGS	06054500	1997-02-26	0.5	A	0.0	A	0.5	A	4370	A
USGS	06054500	1997-02-27	0.5	A	0.0	A	0.5	A	4380	A
USGS	06054500	1997-02-28	1.0	A	0.0	A	0.0	A	4290	A
USGS	06054500	1997-03-01	0.5	A	0.0	A	0.5	A	4210	A
USGS	06054500	1997-03-02	1.0	A	0.5	A	0.5	A	4210	A
USGS	06054500	1997-03-03	1.0	A	0.5	A	0.5	A	4270	A
USGS	06054500	1997-03-04	2.0	A	1.0	A	1.0	A	4240	A
USGS	06054500	1997-03-05	2.0	A	1.0	A	1.5	A	4310	A
USGS	06054500	1997-03-06	2.5	A	1.5	A	2.0	A	4370	A
USGS	06054500	1997-03-07	3.0	A	2.0	A	2.5	A	4440	A
USGS	06054500	1997-03-08	4.0	A	3.0	A	3.5	A	4510	A
USGS	06054500	1997-03-09	3.0	A	2.0	A	2.5	A	4500	A
USGS	06054500	1997-03-10	4.0	A	2.0	A	3.0	A	4540	A
USGS	06054500	1997-03-11	4.5	A	3.5	A	4.0	A	4670	A
USGS	06054500	1997-03-12	5.0	A	3.5	A	4.0	A	4670	A
USGS	06054500	1997-03-13	3.5	A	0.0	A	1.5	A	4620	A
USGS	06054500	1997-03-14	1.0	A	0.0	A	0.5	A	4390	A
USGS	06054500	1997-03-15	1.5	A	0.5	A	0.5	A	4350	A
USGS	06054500	1997-03-16	4.0	A	1.0	A	2.5	A	4530	A
USGS	06054500	1997-03-17	6.0	A	4.0	A	5.0	A	4970	A
USGS	06054500	1997-03-18	5.5	A	4.5	A	5.0	A	5140	A
USGS	06054500	1997-03-19	7.0	A	5.5	A	6.5	A	5720	A
USGS	06054500	1997-03-20	7.5	A	6.5	A	7.0	A	6610	A
USGS	06054500	1997-03-21	6.5	A	6.0	A	6.0	A	6890	A
USGS	06054500	1997-03-22	7.0	A	6.5	A	6.5	A	6470	A
USGS	06054500	1997-03-23	7.5	A	6.5	A	7.0	A	6180	A
USGS	06054500	1997-03-24	6.5	A	6.0	A	6.5	A	5850	A
USGS	06054500	1997-03-25	6.5	A	6.0	A	6.5	A	5540	A
USGS	06054500	1997-03-26	8.0	A	6.5	A	7.5	A	5510	A
USGS	06054500	1997-03-27	8.5	A	7.5	A	8.0	A	5930	A
USGS	06054500	1997-03-28	7.5	A	5.5	A	6.5	A	5990	A
USGS	06054500	1997-03-29	5.5	A	5.0	A	5.5	A	5800	A
USGS	06054500	1997-03-30	6.5	A	5.0	A	6.0	A	5730	A
USGS	06054500	1997-03-31	7.0	A	5.0	A	6.5	A	5670	A
USGS	06054500	1997-04-01	5.0	A	4.0	A	4.5	A	5620	A
USGS	06054500	1997-04-02	5.5	A	4.5	A	5.0	A	5450	A
USGS	06054500	1997-04-03	6.5	A	5.5	A	6.0	A	5320	A
USGS	06054500	1997-04-04	6.0	A	3.0	A	5.0	A	5370	A
USGS	06054500	1997-04-05	3.0	A	1.5	A	2.0	A	5230	A
USGS	06054500	1997-04-06	3.0	A	2.0	A	2.5	A	5050	A
USGS	06054500	1997-04-07	4.0	A	3.0	A	3.5	A	5100	A
USGS	06054500	1997-04-08	4.5	A	3.5	A	4.0	A	5090	A
USGS	06054500	1997-04-09	5.0	A	4.0	A	4.5	A	5160	A
USGS	06054500	1997-04-10	4.5	A	3.5	A	4.0	A	5180	A
USGS	06054500	1997-04-11	4.0	A	3.0	A	3.5	A	5090	A
USGS	06054500	1997-04-12	4.5	A	3.5	A	4.0	A	4920	A
USGS	06054500	1997-04-13	6.0	A	4.0	A	5.0	A	4790	A
USGS	06054500	1997-04-14	7.0	A	5.5	A	6.0	A	4910	A
USGS	06054500	1997-04-15	8.0	A	6.5	A	7.0	A	5050	A
USGS	06054500	1997-04-16	9.5	A	8.0	A	9.0	A	5190	A
USGS	06054500	1997-04-17	10.5	A	9.5	A	10.0	A	5430	A
USGS	06054500	1997-04-18	10.0	A	9.0	A	9.5	A	5990	A
USGS	06054500	1997-04-19	10.5	A	9.5	A	10.0	A	6780	A
USGS	06054500	1997-04-20	10.5	A	9.0	A	10.0	A	7560	A
USGS	06054500	1997-04-21	9.0	A	8.0	A	8.5	A	8320	A
USGS	06054500	1997-04-22	9.5	A	8.0	A	9.0	A	9340	A
USGS	06054500	1997-04-23	9.5	A	8.5	A	9.0	A	9390	A
USGS	06054500	1997-04-24	9.0	A	8.0	A	8.5	A	9070	A
USGS	06054500	1997-04-25	9.0	A	8.0	A	8.0	A	8830	A
USGS	06054500	1997-04-26	11.0	A	8.5	A	9.5	A	8520	A
USGS	06054500	1997-04-27	11.5	A	11.0	A	11.0	A	8660	A
USGS	06054500	1997-04-28	11.0	A	9.5	A	10.0	A	9640	A
USGS	06054500	1997-04-29	10.5	A	9.5	A	10.0	A	10200	A
USGS	06054500	1997-04-30	10.5	A	8.5	A	9.5	A	10500	A
USGS	06054500	1997-05-01	10.5	A	8.5	A	9.0	A	10300	A
USGS	06054500	1997-05-02	8.5	A	7.5	A	8.0	A	10000	A
USGS	06054500	1997-05-03	11.0	A	8.0	A	9.5	A	9670	A
USGS	06054500	1997-05-04	11.5	A	10.5	A	11.0	A	9780	A
USGS	06054500	1997-05-05	12.0	A	10.5	A	11.0	A	9530	A
USGS	06054500	1997-05-06	12.5	A	11.5	A	12.0	A	10400	A
USGS	06054500	1997-05-07	12.5	A	10.0	A	11.0	A	11600	A
USGS	06054500	1997-05-08	12.0	A	9.5	A	11.0	A	12100	A
USGS	06054500	1997-05-09	13.5	A	11.0	A	12.0	A	11800	A
USGS	06054500	1997-05-10	14.0	A	13.0	A	13.5	A	11700	A
USGS	06054500	1997-05-11	14.5	A	12.0	A	13.5	A	12400	A
USGS	06054500	1997-05-12	14.5	A	12.5	A	13.5	A	13300	A
USGS	06054500	1997-05-13	15.0	A	13.5	A	14.0	A	14300	A
USGS	06054500	1997-05-14	15.5	A	13.0	A	14.0	A	15300	A
USGS	06054500	1997-05-15	16.0	A	14.0	A	15.0	A	16400	A
USGS	06054500	1997-05-16	16.0	A	13.0	A	15.0	A	18000	A
USGS	06054500	1997-05-17	16.0	A	13.0	A	14.5	A	19400	A
USGS	06054500	1997-05-18	14.5	A	12.0	A	13.0	A	20600	A
USGS	06054500	1997-05-19	13.5	A	10.5	A	11.5	A	21400	A
USGS	06054500	1997-05-20	14.0	A	11.5	A	13.0	A	21500	A
USGS	06054500	1997-05-21	14.5	A	12.5	A	13.5	A	20700	A
USGS	06054500	1997-05-22	15.0	A	12.5	A	13.5	A	20200	A
USGS	06054500	1997-05-23	15.0	A	13.0	A	14.0	A	19900	A
USGS	06054500	1997-05-24	14.5	A	12.5	A	13.5	A	20600	A
USGS	06054500	1997-05-25	13.0	A	11.0	A	11.5	A	23200	A
USGS	06054500	1997-05-26	13.5	A	11.0	A	12.0	A	24800	A
USGS	06054500	1997-05-27	14.5	A	12.5	A	13.5	A	24600	A
USGS	06054500	1997-05-28	15.0	A	13.0	A	14.0	A	23100	A
USGS	06054500	1997-05-29	15.0	A	13.5	A	14.5	A	21300	A
USGS	06054500	1997-05-30	16.0	A	14.0	A	14.5	A	20500	A
USGS	06054500	1997-05-31	16.5	A	14.0	A	15.5	A	20500	A
USGS	06054500	1997-06-01	16.0	A	13.5	A	14.5	A	22400	A
USGS	06054500	1997-06-02	16.5	A	14.0	A	15.0	A	26300	A
USGS	06054500	1997-06-03	16.5	A	14.5	A	15.5	A	29800	A
USGS	06054500	1997-06-04	17.5	A	14.0	A	16.0	A	29800	A
USGS	06054500	1997-06-05	17.5	A	15.5	A	16.5	A	28600	A
USGS	06054500	1997-06-06	17.5	A	15.5	A	16.5	A	29600	A
USGS	06054500	1997-06-07	18.0	A	15.5	A	16.5	A	30300	A
USGS	06054500	1997-06-08	18.0	A	15.0	A	16.0	A	31600	A
USGS	06054500	1997-06-09	15.5	A	14.0	A	14.5	A	32000	A
USGS	06054500	1997-06-10	15.5	A	15.0	A	15.0	A	31500	A
USGS	06054500	1997-06-11	15.5	A	14.0	A	14.5	A	32800	A
USGS	06054500	1997-06-12	16.0	A	14.0	A	15.0	A	33400	A
USGS	06054500	1997-06-13	16.0	A	14.5	A	15.0	A	32300	A
USGS	06054500	1997-06-14	17.0	A	14.5	A	15.5	A	29800	A
USGS	06054500	1997-06-15	17.5	A	15.5	A	16.5	A	27700	A
USGS	06054500	1997-06-16	17.5	A	16.0	A	16.5	A	27100	A
USGS	06054500	1997-06-17	18.0	A	15.0	A	16.5	A	25900	A
USGS	06054500	1997-06-18	18.5	A	16.5	A	17.5	A	25700	A
USGS	06054500	1997-06-19	18.5	A	16.0	A	17.0	A	25700	A
USGS	06054500	1997-06-20	17.5	A	15.0	A	16.0	A	24600	A
USGS	06054500	1997-06-21	17.5	A	15.0	A	16.0	A	22900	A
USGS	06054500	1997-06-22	17.5	A	15.5	A	16.0	A	20700	A
USGS	06054500	1997-06-23	16.5	A	15.0	A	15.5	A	18500	A
USGS	06054500	1997-06-24	15.5	A	13.0	A	14.0	A	17600	A
USGS	06054500	1997-06-25	16.0	A	13.0	A	14.0	A	16200	A
USGS	06054500	1997-06-26	17.5	A	15.5	A	16.0	A	14500	A
USGS	06054500	1997-06-27	17.5	A	16.5	A	17.0	A	13300	A
USGS	06054500	1997-06-28	17.5	A	16.0	A	17.0	A	12100	A
USGS	06054500	1997-06-29	17.5	A	16.0	A	16.5	A	11500	A
USGS	06054500	1997-06-30	16.0	A	15.0	A	15.5	A	11400	A
USGS	06054500	1997-07-01	15.5	A	13.5	A	14.5	A	12100	A
USGS	06054500	1997-07-02	15.5	A	14.0	A	14.5	A	13400	A
USGS	06054500	1997-07-03	17.0	A	14.5	A	15.5	A	14000	A
USGS	06054500	1997-07-04	18.0	A	16.0	A	17.0	A	13600	A
USGS	06054500	1997-07-05	19.0	A	17.5	A	18.5	A	12100	A
USGS	06054500	1997-07-06	19.5	A	18.5	A	19.0	A	11200	A
USGS	06054500	1997-07-07	20.0	A	18.5	A	19.0	A	10600	A
USGS	06054500	1997-07-08	20.5	A	19.0	A	19.5	A	9750	A
USGS	06054500	1997-07-09	21.0	A	20.0	A	20.5	A	9020	A
USGS	06054500	1997-07-10	20.0	A	18.0	A	19.0	A	8520	A
USGS	06054500	1997-07-11	18.5	A	16.5	A	17.5	A	8980	A
USGS	06054500	1997-07-12	19.0	A	16.5	A	18.0	A	9010	A
USGS	06054500	1997-07-13	18.0	A	16.5	A	17.5	A	8510	A
USGS	06054500	1997-07-14	19.0	A	18.0	A	18.5	A	7820	A
USGS	06054500	1997-07-15	20.5	A	19.0	A	20.0	A	7010	A
USGS	06054500	1997-07-16	21.5	A	20.5	A	21.0	A	6400	A
USGS	06054500	1997-07-17	22.0	A	20.5	A	21.5	A	5940	A
USGS	06054500	1997-07-18	20.5	A	19.5	A	20.0	A	5910	A
USGS	06054500	1997-07-19	19.5	A	18.5	A	19.5	A	6070	A
USGS	06054500	1997-07-20							6420	A
USGS	06054500	1997-07-21							6900	A
USGS	06054500	1997-07-22			20.5	A			6740	A
USGS	06054500	1997-07-23	22.0	A					6120	A
USGS	06054500	1997-07-24	22.5	A	22.0	A	22.5	A	5870	A
USGS	06054500	1997-07-25	23.0	A	20.0	A	22.5	A	5460	A
USGS	06054500	1997-07-26	21.0	A	20.0	A	20.5	A	5210	A
USGS	06054500	1997-07-27	22.0	A	20.5	A	21.0	A	5070	A
USGS	06054500	1997-07-28	21.5	A	20.0	A	21.0	A	4970	A
USGS	06054500	1997-07-29	22.5	A	20.0	A	21.5	A	4840	A
USGS	06054500	1997-07-30	21.5	A	20.0	A	20.5	A	4830	A
USGS	06054500	1997-07-31	21.5	A	20.5	A	21.0	A	4900	A
USGS	06054500	1997-08-01	21.0	A	19.5	A	20.5	A	5020	A
USGS	06054500	1997-08-02	21.0	A	19.5	A	20.5	A	5150	A
USGS	06054500	1997-08-03	22.0	A	20.5	A	21.5	A	5210	A
USGS	06054500	1997-08-04	22.5	A	21.0	A	22.0	A	5110	A
USGS	06054500	1997-08-05	21.0	A	18.0	A	20.0	A	5100	A
USGS	06054500	1997-08-06							5400	A
USGS	06054500	1997-08-07							5600	A
USGS	06054500	1997-08-08	22.0	A					5610	A
USGS	06054500	1997-08-09	20.5	A	17.0	A	19.0	A	5370	A
USGS	06054500	1997-08-10	17.5	A	16.0	A	17.0	A	5290	A
USGS	06054500	1997-08-11							5200	A
USGS	06054500	1997-08-12							4940	A
USGS	06054500	1997-08-13							4790	A
USGS	06054500	1997-08-14							4800	A
USGS	06054500	1997-08-15							4790	A
USGS	06054500	1997-08-16							5070	A
USGS	06054500	1997-08-17							5580	A
USGS	06054500	1997-08-18							5490	A
USGS	06054500	1997-08-19	20.0	A					5420	A
USGS	06054500	1997-08-20	21.0	A	19.5	A	20.0	A	5350	A
USGS	06054500	1997-08-21	21.0	A	19.5	A	20.5	A	5310	A
USGS	06054500	1997-08-22							5050	A
USGS	06054500	1997-08-23							4730	A
USGS	06054500	1997-08-24							4640	A
USGS	06054500	1997-08-25							4540	A
USGS	06054500	1997-08-26							4540	A
USGS	06054500	1997-08-27							4460	A
USGS	06054500	1997-08-28							4320	A
USGS	06054500	1997-08-29							4180	A
USGS	06054500	1997-08-30							4090	A
USGS	06054500	1997-08-31							3970	A
USGS	06054500	1997-09-01							3960	A
USGS	06054500	1997-09-02							4000	A
USGS	06054500	1997-09-03	19.0	A					4110	A
USGS	06054500	1997-09-04	19.5	A	18.0	A	18.5	A	4210	A
USGS	06054500	1997-09-05	20.0	A	18.0	A	19.0	A	4260	A
USGS	06054500	1997-09-06	19.0	A	17.0	A	18.5	A	4240	A
USGS	06054500	1997-09-07	19.0	A	17.5	A	18.0	A	4210	A
USGS	06054500	1997-09-08	19.5	A	17.5	A	18.5	A	4150	A
USGS	06054500	1997-09-09	19.5	A	17.5	A	18.5	A	4050	A
USGS	06054500	1997-09-10	19.0	A	17.5	A	18.5	A	3970	A
USGS	06054500	1997-09-11	18.0	A	16.5	A	17.0	A	4040	A
USGS	06054500	1997-09-12	17.5	A	16.5	A	17.0	A	4780	A
USGS	06054500	1997-09-13	17.0	A	16.0	A	16.5	A	5400	A
USGS	06054500	1997-09-14	17.5	A	16.0	A	17.0	A	5280	A
USGS	06054500	1997-09-15	17.5	A	16.0	A	17.0	A	5430	A
USGS	06054500	1997-09-16	16.0	A	13.5	A	15.0	A	5550	A
USGS	06054500	1997-09-17	14.0	A	12.5	A	13.5	A	5480	A
USGS	06054500	1997-09-18	13.5	A	13.0	A	13.5	A	5450	A
USGS	06054500	1997-09-19	13.5	A	13.0	A	13.5	A	5200	A
USGS	06054500	1997-09-20	14.0	A	13.0	A	13.5	A	5110	A
USGS	06054500	1997-09-21	14.0	A	13.0	A	13.5	A	5040	A
USGS	06054500	1997-09-22	15.0	A	13.5	A	14.0	A	5010	A
USGS	06054500	1997-09-23	15.0	A	14.0	A	14.5	A	4990	A
USGS	06054500	1997-09-24	14.5	A	13.5	A	14.0	A	4980	A
USGS	06054500	1997-09-25	15.0	A	13.5	A	14.0	A	4970	A
USGS	06054500	1997-09-26	16.0	A	14.0	A	15.0	A	4880	A
USGS	06054500	1997-09-27	15.5	A	13.0	A	15.0	A	4860	A
USGS	06054500	1997-09-28	13.5	A	11.5	A	12.5	A	4930	A
USGS	06054500	1997-09-29	13.5	A	12.0	A	13.0	A	4640	A
USGS	06054500	1997-09-30	14.5	A	13.0	A	13.5	A	4460	A
USGS	06054500	1997-10-01	15.0	A	13.0	A	14.0	A	4380	A
USGS	06054500	1997-10-02	14.5	A	13.0	A	14.0	A	4370	A
USGS	06054500	1997-10-03	13.5	A	12.5	A	13.0	A	4410	A
USGS	06054500	1997-10-04	12.5	A	11.5	A	12.5	A	4540	A
USGS	06054500	1997-10-05	12.0	A	10.5	A	11.5	A	4640	A
USGS	06054500	1997-10-06	10.5	A	10.0	A	10.5	A	4830	A
USGS	06054500	1997-10-07	10.5	A	10.0	A	10.5	A	4990	A
USGS	06054500	1997-10-08	10.0	A	9.0	A	9.5	A	5270	A
USGS	06054500	1997-10-09	9.0	A	8.0	A	8.5	A	5500	A
USGS	06054500	1997-10-10	9.0	A	8.0	A	8.5	A	5600	A
USGS	06054500	1997-10-11	8.0	A	8.0	A	8.0	A	5950	A
USGS	06054500	1997-10-12	8.0	A	6.5	A	7.0	A	6440	A
USGS	06054500	1997-10-13	7.0	A	6.0	A	6.0	A	6500	A
USGS	06054500	1997-10-14	7.0	A	6.0	A	6.5	A	6480	A
USGS	06054500	1997-10-15	7.5	A	6.5	A	7.5	A	6370	A
USGS	06054500	1997-10-16	8.5	A	7.5	A	8.0	A	6370	A
USGS	06054500	1997-10-17	9.0	A	8.0	A	8.5	A	6390	A
USGS	06054500	1997-10-18	9.5	A	8.5	A	9.0	A	6340	A
USGS	06054500	1997-10-19	8.5	A	8.0	A	8.5	A	6400	A
USGS	06054500	1997-10-20	8.5	A	7.5	A	8.0	A	6500	A
USGS	06054500	1997-10-21	8.5	A	7.5	A	8.0	A	6630	A
USGS	06054500	1997-10-22	8.0	A	7.0	A	7.5	A	6630	A
USGS	06054500	1997-10-23	8.0	A	7.0	A	7.5	A	6630	A
USGS	06054500	1997-10-24	7.5	A	5.0	A	6.5	A	6690	A
USGS	06054500	1997-10-25			4.5	A			6680	A
USGS	06054500	1997-10-26	5.5	A					6630	A
USGS	06054500	1997-10-27	6.0	A	5.0	A	5.5	A	6600	A
USGS	06054500	1997-10-28	5.0	A	4.5	A	4.5	A	6590	A
USGS	06054500	1997-10-29	5.5	A	4.5	A	5.0	A	6580	A
USGS	06054500	1997-10-30	6.5	A	5.5	A	6.0	A	6610	A
USGS	06054500	1997-10-31	7.0	A	6.5	A	7.0	A	6650	A
USGS	06054500	1997-11-01	6.5	A	5.5	A	6.0	A	6830	A
USGS	06054500	1997-11-02	5.5	A	4.5	A	5.0	A	6990	A
USGS	06054500	1997-11-03	5.5	A	4.5	A	5.0	A	6970	A
USGS	06054500	1997-11-04	6.0	A	4.5	A	5.0	A	6880	A
USGS	06054500	1997-11-05	6.0	A	4.5	A	5.5	A	6720	A
USGS	06054500	1997-11-06							6570	A
USGS	06054500	1997-11-07	6.0	A					6510	A
USGS	06054500	1997-11-08	5.0	A	4.5	A	5.0	A	6450	A
USGS	06054500	1997-11-09	5.0	A	4.5	A	4.5	A	6440	A
USGS	06054500	1997-11-10	4.5	A	4.0	A	4.0	A	6450	A
USGS	06054500	1997-11-11	4.0	A	2.5	A	3.0	A	6240	A
USGS	06054500	1997-11-12	2.5	A	1.5	A	2.0	A	6120	A
USGS	06054500	1997-11-13	2.0	A	1.5	A	1.5	A	5950	A
USGS	06054500	1997-11-14	1.5	A	0.5	A	1.0	A	5940	A
USGS	06054500	1997-11-15	1.0	A	0.5	A	0.5	A	5420	A
USGS	06054500	1997-11-16	0.5	A	0.5	A	0.5	A	5360	A
USGS	06054500	1997-11-17	0.5	A	0.5	A	0.5	A	5660	A
USGS	06054500	1997-11-18	0.5	A	0.0	A	0.5	A	6060	A
USGS	06054500	1997-11-19	1.5	A	0.5	A	1.0	A	5920	A
USGS	06054500	1997-11-20	2.5	A	1.5	A	2.0	A	6000	A
USGS	06054500	1997-11-21	3.0	A	2.0	A	2.5	A	6120	A
USGS	06054500	1997-11-22	3.0	A	2.0	A	2.5	A	6280	A
USGS	06054500	1997-11-23	2.5	A	1.5	A	2.0	A	6230	A
USGS	06054500	1997-11-24	2.5	A	1.5	A	2.0	A	6190	A
USGS	06054500	1997-11-25	3.0	A	2.5	A	2.5	A	6340	A
USGS	06054500	1997-11-26	2.5	A	1.0	A	2.0	A	6280	A
USGS	06054500	1997-11-27	1.0	A	0.5	A	1.0	A	6130	A
USGS	06054500	1997-11-28	1.5	A	1.0	A	1.0	A	6040	A
USGS	06054500	1997-11-29	1.5	A	0.5	A	1.0	A	5920	A
USGS	06054500	1997-11-30	1.0	A	0.5	A	0.5	A	5890	A
USGS	06054500	1997-12-01	1.5	A	0.5	A	1.0	A	5980	A
USGS	06054500	1997-12-02	1.5	A	1.0	A	1.5	A	5850	A
USGS	06054500	1997-12-03	1.0	A	0.0	A	0.5	A	5650	A
USGS	06054500	1997-12-04	0.5	A	0.0	A	0.5	A	5140	A
USGS	06054500	1997-12-05	0.5	A	0.0	A	0.0	A	5010	A
USGS	06054500	1997-12-06	0.5	A	0.0	A	0.5	A	4810	A
USGS	06054500	1997-12-07	0.5	A	0.0	A	0.5	A	4660	A
USGS	06054500	1997-12-08	0.5	A	0.0	A	0.5	A	5130	A
USGS	06054500	1997-12-09	0.5	A	0.0	A	0.5	A	5440	A
